t,Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,WtaxPct,ShelterPct,ShelterPctP99,TaxEvasionP99,ConcealPctP99,gini,p90,p99,p999,p9999,gini_total,p90_total,p99_total,p999_total,p9999_total,welfare,welfare0,approval,approval0,conceal_share_e,conceal_share_n,evasion_share_e,evasion_share_n,conceal_frac_e,conceal_frac_n,evasion_frac_e,evasion_frac_n,shelter_pct_e,shelter_pct_n,detection_rate,detection_revenue,wtax_evasion_elast
 0, 68.70875404,2.99793781,2.99793781,0.00000000,30.10276565,281.61833972,56.65823809,1.32381454,0.14967032,0.03609944,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,6.75288192,0.00000000,0.00000000,9.18363957,0.00000000,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77950949,0.33764289,0.63573828,0.80001667,0.91848469,0.77950949,0.33764289,0.63573828,0.80001667,0.91848469,-23.88709353,-46.86196153,0.00000000,0.00000000,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-nan
 1, 68.15483787,3.02230301,3.02230301,0.00000000,29.68581004,281.60545882,56.65521617,1.33156604,0.14846759,0.03540860,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.27043477,0.00000000,0.00000000,9.18363957,0.03251112,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77950949,0.33764289,0.63573828,0.80001667,0.91848469,0.77950949,0.33764289,0.63573828,0.80001667,0.91848469,-22.60956156,-44.97852146,0.78668499,0.70794522,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-nan
 2, 67.82292357,3.01937831,3.01937831,0.00000000,29.66723754,277.61191018,57.02870571,1.32591160,0.14965611,0.03443609,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.27550015,0.00000000,0.00000000,9.18363957,0.03096049,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77868393,0.33855056,0.63708895,0.80077876,0.91880815,0.77868393,0.33855056,0.63708895,0.80077876,0.91880815,-22.70630666,-45.19243598,0.77469224,0.69489191,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
 3, 67.53111036,3.01392481,3.01392481,0.00000000,29.65575623,274.26306743,57.14911497,1.32071981,0.15064897,0.03389579,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.28484663,0.00000000,0.00000000,9.18363957,0.02963588,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77817815,0.33916022,0.63820415,0.80138721,0.91905473,0.77817815,0.33916022,0.63820415,0.80138721,0.91905473,-22.80031497,-45.39470435,0.76510802,0.68371535,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
 4, 67.26893361,3.00684391,3.00684391,0.00000000,29.64845935,271.38765335,57.09626717,1.31592021,0.15149480,0.03364769,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.29695702,0.00000000,0.00000000,9.18363957,0.02847574,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77788864,0.33959865,0.63913933,0.80189336,0.91927648,0.77788864,0.33959865,0.63913933,0.80189336,0.91927648,-22.89120617,-45.58655654,0.75366319,0.67449032,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
 5, 67.03007134,2.99869528,2.99869528,0.00000000,29.64420942,268.85636907,56.93199919,1.31143427,0.15223525,0.03359108,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.31103571,0.00000000,0.00000000,9.18363957,0.02744515,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77775458,0.33983840,0.63995871,0.80232116,0.91947352,0.77775458,0.33983840,0.63995871,0.80232116,0.91947352,-22.97908851,-45.76927489,0.73782471,0.65127481,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
 6, 66.81382567,2.98973071,2.98973071,0.00000000,29.64472776,266.59708581,56.69651462,1.30718319,0.15290130,0.03366765,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.32641717,0.00000000,0.00000000,9.18363957,0.02652735,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77773422,0.33997512,0.64067184,0.80269931,0.91963742,0.77773422,0.33997512,0.64067184,0.80269931,0.91963742,-23.06393850,-45.94343189,0.71055447,0.61044148,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
 7, 66.61153350,2.98057364,2.98057364,0.00000000,29.64511832,264.54373589,56.42805418,1.30321381,0.15350353,0.03381156,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.34206009,0.00000000,0.00000000,9.18363957,0.02567985,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77779232,0.34008356,0.64137861,0.80310028,0.91978716,0.77779232,0.34008356,0.64137861,0.80310028,0.91978716,-23.14570781,-46.10954870,0.66951681,0.55022309,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
 8, 66.42152315,2.97132336,2.97132336,0.00000000,29.64595410,262.65272288,56.13591742,1.29946072,0.15405723,0.03400746,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.35798172,0.00000000,0.00000000,9.18363957,0.02489069,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77790578,0.34031685,0.64199385,0.80350179,0.91991291,0.77790578,0.34031685,0.64199385,0.80350179,0.91991291,-23.22438842,-46.26832444,0.60515159,0.41213784,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
 9, 66.24334839,2.96207516,2.96207516,0.00000000,29.64746498,260.90904533,55.83015381,1.29591282,0.15456830,0.03424123,0.00000000,0.00000000,0.34473700,0.18619437,0.00000000,9.37383547,0.00000000,0.00000000,9.18363957,0.02416001,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77806074,0.34053008,0.64253116,0.80384164,0.92002801,0.77806074,0.34053008,0.64253116,0.80384164,0.92002801,-23.29995372,-46.42000345,0.57474455,0.21897477,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
