Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
72.71310970,3.10689473,2.93038836,0.17650637,29.68179439,330.09960279,64.67298438,1.42015305,0.13760784,0.02982670,0.01500000,0.00000000,0.25000000,0.18343153,4.39558255,5.98335366,0.26475956,0.48519362,9.46535280,0.00000000,1.09094418,-inf,-inf,0.00000000,0.00000000,3.64240145
