Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
59.40421794,2.16321363,1.27779131,0.88542232,30.49699485,200.63470410,34.75141257,1.12976661,0.17558114,0.07136787,0.05555556,0.00000000,0.25000000,0.18525954,7.09884070,5.69753261,4.91901296,0.51458801,9.46535280,0.01435696,1.09094418,-31.24685465,-63.61962874,0.16719919,0.00348614,19.02889605
