Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
65.76886949,2.59544747,1.99449737,0.60095009,30.08880031,257.97094670,47.30193632,1.26780279,0.15503909,0.04872085,0.02222222,0.00000000,0.25000000,0.18617889,4.43221644,6.07631959,1.33544467,0.44437572,9.46535280,0.02093641,1.09094418,-26.19692530,-52.69001383,0.29767475,0.01371057,24.03277003
