Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,WtaxPct,ShelterPct,ShelterPctP99,TaxEvasionP99,ConcealPctP99,gini,p90,p99,p999,p9999,gini_total,p90_total,p99_total,p999_total,p9999_total,welfare,welfare0,approval,approval0,conceal_share_e,conceal_share_n,evasion_share_e,evasion_share_n,conceal_frac_e,conceal_frac_n,evasion_frac_e,evasion_frac_n,shelter_pct_e,shelter_pct_n,detection_rate,detection_revenue,wtax_evasion_elast
76.61349158,3.24738350,3.22758840,0.01979510,30.24745700,365.58103664,70.04120399,1.46906278,0.13195964,0.02766149,0.00000000,0.00000000,0.20000000,0.18601392,0.00000000,5.07448256,0.00000000,0.06717021,9.38401305,-0.00295811,1.08919905,0.00000000,0.01773469,8.25005130,0.92613259,8.65078345,0.78170844,0.33288648,0.61383727,0.77448862,0.90414289,0.78303654,0.33085730,0.61009551,0.76998755,0.90128097,-23.01566523,-45.86054771,0.69647448,0.98960637,0.24161809,0.75838191,0.60181504,0.39818496,0.00452067,0.00685683,0.00552371,0.00191463,0.03879928,0.01264881,0.82069897,0.00564543,inf
