Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,WtaxPct,ShelterPct,ShelterPctP99,TaxEvasionP99,ConcealPctP99,gini,p90,p99,p999,p9999,gini_total,p90_total,p99_total,p999_total,p9999_total,welfare,welfare0,approval,approval0,conceal_share_e,conceal_share_n,evasion_share_e,evasion_share_n,conceal_frac_e,conceal_frac_n,evasion_frac_e,evasion_frac_n,shelter_pct_e,shelter_pct_n,detection_rate,detection_revenue,wtax_evasion_elast
67.46496637,2.68932714,1.75401980,0.93530735,30.33936794,268.38443644,52.08834533,1.28976125,0.15347320,0.04196159,0.02000000,0.00000000,0.25000000,0.18584879,3.50803964,5.39483917,1.87061472,0.75747951,9.26471875,0.01111426,1.08954006,84.94803362,0.44926469,94.93554313,14.32455915,67.02318363,0.80106675,0.33014922,0.73349025,0.88384490,0.92986991,0.86951227,0.21532831,0.47845141,0.70042116,0.88233526,-26.73033786,-53.52281151,0.21698293,0.00168479,0.28668087,0.71331913,0.47310346,0.52689654,0.28596385,0.38087702,0.12106082,0.07964071,0.85095206,0.35228047,0.20514857,0.00000000,31.10611788
