Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
73.83647615,3.12302680,3.04739581,0.07563098,30.15708429,334.95040032,65.67655038,1.42015305,0.13760784,0.02982670,0.00000000,0.00000000,0.25000000,0.18604338,0.00000000,6.20619162,0.00000000,0.33257842,9.46535280,0.00000000,1.09094418,-23.68280671,-47.49826420,0.00000000,0.00000000,-nan
