Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
73.07123139,3.09003272,2.90664142,0.18339129,30.06270690,327.84428891,64.59308698,1.40976716,0.13882642,0.03031928,0.02000000,437.62605232,0.25000000,0.18612457,0.42982042,6.14806754,0.27988306,0.34900091,9.46535280,0.00226981,1.09094418,-23.63042761,-47.50611178,0.67318082,0.32889008,27.14934981
