Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,WtaxPct,ShelterPct,ShelterPctP99,TaxEvasionP99,ConcealPctP99,gini,p90,p99,p999,p9999,gini_total,p90_total,p99_total,p999_total,p9999_total,welfare,welfare0,approval,approval0,conceal_share_e,conceal_share_n,evasion_share_e,evasion_share_n,conceal_frac_e,conceal_frac_n,evasion_frac_e,evasion_frac_n,shelter_pct_e,shelter_pct_n,detection_rate,detection_revenue,wtax_evasion_elast
60.60001598,2.60812248,2.60812248,0.00000000,29.65692619,211.78303112,44.31576219,1.18515904,0.17060755,0.04709010,0.00000000,0.00000000,0.39210526,0.18630387,0.00000000,11.35493688,0.00000000,0.00000000,9.18363957,0.01810383,1.01507976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.79033168,0.33362697,0.65373681,0.81547752,0.92547977,0.79033168,0.33362697,0.65373681,0.81547752,0.92547977,-25.42336329,-50.85039931,0.37022214,0.04089925,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,nan,0.00000000,-inf
