t,Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,WtaxPct,ShelterPct,ShelterPctP99,TaxEvasionP99,ConcealPctP99,gini,p90,p99,p999,p9999,gini_total,p90_total,p99_total,p999_total,p9999_total,welfare,welfare0,approval,approval0,conceal_share_e,conceal_share_n,evasion_share_e,evasion_share_n,conceal_frac_e,conceal_frac_n,evasion_frac_e,evasion_frac_n,shelter_pct_e,shelter_pct_n,detection_rate,detection_revenue,wtax_evasion_elast
10, 73.71662502,3.12109781,2.99312558,0.12797223,30.15173846,333.40484433,65.70187140,1.41801823,0.13794855,0.02966123,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96271139,0.00000000,0.53977044,9.29156816,-0.00027043,1.08952447,0.00000000,0.09978052,30.88473620,7.76761868,36.78843856,0.77599412,0.34404881,0.64355378,0.80463275,0.91922342,0.78514146,0.32994201,0.61721095,0.77597452,0.90367599,-23.72896625,-47.59040626,0.05185111,0.03933635,0.30172737,0.69827263,0.92103083,0.07896917,0.03791119,0.04249967,0.05942723,0.00298779,0.38365102,0.03124225,0.68287384,0.03785966,-inf
11, 73.71914756,3.12116492,2.99324125,0.12792367,30.15207342,333.42824752,65.70489228,1.41805109,0.13794456,0.02966029,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96764609,0.00000000,0.53480319,9.29156816,-0.00020205,1.08952447,0.00000000,0.10041730,30.82988254,7.72718041,36.85072834,0.77606798,0.34378989,0.64344933,0.80449192,0.91905309,0.78520845,0.32969936,0.61712102,0.77588273,0.90363143,-23.72875610,-47.58889345,0.05521912,0.04471991,0.30298648,0.69701352,0.92036296,0.07963704,0.03805340,0.04240642,0.05883789,0.00298533,0.38666065,0.03130612,0.68232878,0.03710460,-inf
12, 73.72414002,3.12111315,2.99358978,0.12752338,30.15277441,333.47832900,65.69968695,1.41810504,0.13793423,0.02967140,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96336514,0.00000000,0.53941465,9.29156816,-0.00024032,1.08952447,0.00000000,0.09969442,30.72225718,7.79143069,36.63804276,0.77614981,0.34369015,0.64328622,0.80436800,0.91895395,0.78525863,0.32964756,0.61704715,0.77580313,0.90357447,-23.72857428,-47.58773977,0.05779405,0.04601912,0.30240139,0.69759861,0.92109369,0.07890631,0.03786189,0.04230980,0.05939464,0.00298335,0.38344422,0.03118528,0.68033944,0.03700416,-inf
13, 73.72554826,3.12125684,2.99366891,0.12758793,30.15305285,333.48663631,65.70910677,1.41812528,0.13793448,0.02966191,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96803982,0.00000000,0.53453031,9.29156816,-0.00016689,1.08952447,0.00000000,0.10037470,30.80479426,7.75222929,36.68592136,0.77620436,0.34363864,0.64321053,0.80421835,0.91880225,0.78531485,0.32959168,0.61696246,0.77572384,0.90352552,-23.72829881,-47.58638014,0.06239804,0.05186431,0.30435433,0.69564567,0.92032423,0.07967577,0.03812345,0.04221104,0.05880664,0.00298520,0.38658682,0.03127106,0.68231051,0.03712942,-inf
14, 73.72977901,3.12124568,2.99414974,0.12709594,30.15375541,333.53609647,65.70341123,1.41817578,0.13792422,0.02967353,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96507475,0.00000000,0.53784694,9.29156816,-0.00019957,1.08952447,0.00000000,0.09972564,30.90722243,7.72983124,36.50644113,0.77628246,0.34352880,0.64303754,0.80407168,0.91869325,0.78535479,0.32954044,0.61689773,0.77564695,0.90347110,-23.72808522,-47.58540109,0.06608918,0.05297034,0.30367908,0.69632092,0.92065652,0.07934348,0.03789307,0.04208883,0.05919597,0.00299105,0.38363653,0.03117760,0.67966773,0.03691522,-inf
15, 73.73198295,3.12135121,2.99436641,0.12698480,30.15400858,333.54720697,65.71227690,1.41820180,0.13792368,0.02966486,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96707043,0.00000000,0.53579826,9.29156816,-0.00015424,1.08952447,0.00000000,0.10008084,30.75148534,7.76879992,36.44011890,0.77633817,0.34345796,0.64293824,0.80394129,0.91855632,0.78539988,0.32948519,0.61682616,0.77557096,0.90341941,-23.72780284,-47.58427387,0.07134482,0.06185523,0.30477280,0.69522720,0.92027258,0.07972742,0.03799537,0.04198435,0.05894432,0.00299414,0.38523824,0.03123185,0.68213939,0.03704141,-inf
16, 73.73462069,3.12143276,2.99474217,0.12669059,30.15435156,333.57622924,65.71306119,1.41823866,0.13791810,0.02966692,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96716980,0.00000000,0.53582795,9.29156816,-0.00014632,1.08952447,0.00000000,0.09976555,30.83991643,7.71335501,36.30535965,0.77639674,0.34337628,0.64281125,0.80380409,0.91844881,0.78543481,0.32943956,0.61676572,0.77550597,0.90336942,-23.72755170,-47.58338981,0.08011618,0.06661296,0.30496665,0.69503335,0.92015024,0.07984976,0.03793098,0.04187403,0.05894083,0.00299883,0.38382468,0.03118172,0.68115405,0.03705542,-inf
17, 73.73699385,3.12152460,2.99508324,0.12644136,30.15463791,333.59974391,65.71673212,1.41827339,0.13791405,0.02966518,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96668370,0.00000000,0.53636304,9.29156816,-0.00014671,1.08952447,0.00000000,0.09968100,30.70860262,7.77610709,36.25391395,0.77644989,0.34330267,0.64269390,0.80367210,0.91833185,0.78546778,0.32939675,0.61670505,0.77543650,0.90333072,-23.72730347,-47.58257394,0.08983292,0.07339409,0.30529637,0.69470363,0.92022477,0.07977523,0.03789676,0.04177029,0.05900469,0.00299900,0.38334152,0.03119342,0.68182281,0.03692570,-inf
18, 73.73949546,3.12160100,2.99543181,0.12616920,30.15491992,333.61920007,65.72156636,1.41830485,0.13791108,0.02966179,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96698313,0.00000000,0.53615102,9.29156816,-0.00012069,1.08952447,0.00000000,0.09969012,30.78031643,7.72659453,36.11014083,0.77650343,0.34322927,0.64257356,0.80353946,0.91823037,0.78549949,0.32935659,0.61664626,0.77536745,0.90329011,-23.72704045,-47.58178874,0.10205297,0.07623333,0.30563553,0.69436447,0.92010210,0.07989790,0.03785692,0.04165866,0.05897302,0.00300243,0.38341683,0.03118656,0.68258500,0.03708529,-inf
19, 73.74114938,3.12172572,2.99577792,0.12594780,30.15517409,333.63774279,65.72409716,1.41832998,0.13790791,0.02966088,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96766117,0.00000000,0.53553402,9.29156816,-0.00011188,1.08952447,0.00000000,0.09972487,30.60944838,7.72615688,36.04215251,0.77654785,0.34316605,0.64246925,0.80340151,0.91809888,0.78552588,0.32932082,0.61659261,0.77530464,0.90323047,-23.72682273,-47.58115669,0.11649987,0.08318133,0.30604854,0.69395146,0.91998437,0.08001563,0.03784053,0.04155891,0.05889831,0.00300334,0.38355443,0.03119648,0.68200828,0.03699722,-inf
20, 73.74314268,3.12182685,2.99615254,0.12567431,30.15530489,333.65415723,65.72882676,1.41835945,0.13790522,0.02965712,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96757699,0.00000000,0.53570933,9.29156816,-0.00010116,1.08952447,0.00000000,0.09966355,30.48250183,7.73971776,35.93232705,0.77659320,0.34310086,0.64235750,0.80326821,0.91799257,0.78554956,0.32928876,0.61654277,0.77524374,0.90319168,-23.72660516,-47.58060142,0.13587091,0.09261442,0.30630799,0.69369201,0.92007239,0.07992761,0.03778994,0.04145140,0.05892270,0.00300101,0.38322674,0.03119947,0.68155132,0.03696570,-inf
21, 73.74525282,3.12191739,2.99651421,0.12540318,30.15570115,333.67091479,65.73294537,1.41838271,0.13790307,0.02965449,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96724885,0.00000000,0.53611024,9.29156816,-0.00009314,1.08952447,0.00000000,0.09959683,30.52039370,7.71420825,35.78706050,0.77663583,0.34304006,0.64224993,0.80314408,0.91788313,0.78557087,0.32926061,0.61649589,0.77518291,0.90314740,-23.72641679,-47.58011109,0.15570861,0.10655850,0.30656613,0.69343387,0.92008142,0.07991858,0.03773976,0.04134503,0.05896742,0.00300289,0.38295300,0.03118273,0.68230862,0.03702909,-inf
22, 73.74611038,3.12206161,2.99687063,0.12519099,30.15551722,333.67945176,65.73777771,1.41840619,0.13790136,0.02964948,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96676981,0.00000000,0.53665428,9.29156816,-0.00009260,1.08952447,0.00000000,0.09987272,30.55947847,7.71724859,35.70016914,0.77667253,0.34316163,0.64215783,0.80301087,0.91776884,0.78559041,0.32940125,0.61645233,0.77513063,0.90310041,-23.72624500,-47.57967787,0.17203466,0.16433316,0.30702140,0.69297860,0.92025371,0.07974629,0.03773080,0.04124570,0.05903750,0.00299945,0.38411334,0.03124508,0.68101606,0.03697971,-inf
23, 73.74724793,3.12217453,2.99717590,0.12499863,30.15564887,333.68766015,65.74303265,1.41842355,0.13790062,0.02964445,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96751544,0.00000000,0.53591757,9.29156816,-0.00007931,1.08952447,0.00000000,0.09996795,30.65982969,7.70647835,35.56399492,0.77670651,0.34311623,0.64207246,0.80289815,0.91766663,0.78560889,0.32937931,0.61641089,0.77507891,0.90305852,-23.72608169,-47.57925863,0.17789263,0.24989844,0.30752577,0.69247423,0.92017787,0.07982213,0.03773380,0.04115062,0.05895108,0.00299818,0.38456100,0.03125521,0.68111030,0.03702171,-inf
24, 73.74877679,3.12225634,2.99749921,0.12475713,30.15588476,333.69870965,65.74753928,1.41844243,0.13789940,0.02964066,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96736229,0.00000000,0.53612028,9.29156816,-0.00007957,1.08952447,0.00000000,0.09999427,30.61736869,7.71192026,35.46651789,0.77674032,0.34288532,0.64198312,0.80277943,0.91759246,0.78562382,0.32918452,0.61637553,0.77502992,0.90304035,-23.72594192,-47.57889605,0.17767119,0.25491516,0.30773107,0.69226893,0.92028923,0.07971077,0.03768562,0.04105757,0.05898001,0.00299514,0.38454372,0.03129206,0.67998630,0.03697711,-inf
25, 73.74997407,3.12234531,2.99782412,0.12452119,30.15592268,333.70599791,65.75191967,1.41845983,0.13789850,0.02963639,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96761525,0.00000000,0.53594247,9.29156816,-0.00006702,1.08952447,0.00000000,0.09993089,30.63919418,7.69833298,35.38692808,0.77677236,0.34284020,0.64189419,0.80266858,0.91748743,0.78563750,0.32916750,0.61633892,0.77498297,0.90298909,-23.72578985,-47.57850321,0.17981627,0.25444548,0.30797029,0.69202971,0.92030259,0.07969741,0.03764298,0.04096435,0.05896035,0.00299365,0.38412743,0.03131388,0.68075917,0.03702252,-inf
26, 73.75094697,3.12243310,2.99816954,0.12426355,30.15599116,333.71400156,65.75536368,1.41847562,0.13789737,0.02963329,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96755263,0.00000000,0.53609272,9.29156816,-0.00006361,1.08952447,0.00000000,0.10006119,30.56717702,7.70927581,35.30546404,0.77680388,0.34279328,0.64180521,0.80255336,0.91741067,0.78564907,0.32915113,0.61630735,0.77494460,0.90296239,-23.72567230,-47.57821016,0.23407438,0.24304737,0.30820173,0.69179827,0.92032058,0.07967942,0.03759274,0.04086452,0.05897757,0.00299379,0.38462841,0.03135469,0.67967838,0.03697297,-inf
27, 73.75164469,3.12251808,2.99849520,0.12402289,30.15603153,333.71942689,65.75886664,1.41848809,0.13789676,0.02962986,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96802894,0.00000000,0.53569737,9.29156816,-0.00005526,1.08952447,0.00000000,0.10006337,30.60356224,7.69834531,35.21938176,0.77683287,0.34274986,0.64172534,0.80244826,0.91732602,0.78565947,0.32913622,0.61628081,0.77490659,0.90292463,-23.72556552,-47.57796273,0.30685624,0.23119002,0.30849409,0.69150591,0.92014074,0.07985926,0.03755492,0.04076681,0.05892191,0.00299833,0.38453854,0.03137910,0.67984349,0.03701930,-inf
28, 73.75299660,3.12255793,2.99880278,0.12375516,30.15640767,333.72825773,65.76234724,1.41849927,0.13789627,0.02962726,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96772042,0.00000000,0.53607827,9.29156816,-0.00005158,1.08952447,0.00000000,0.10001986,30.58152396,7.70859057,35.13406056,0.77686106,0.34270713,0.64164460,0.80234669,0.91724972,0.78566734,0.32912474,0.61625862,0.77487230,0.90288796,-23.72547181,-47.57776477,0.34070105,0.51616740,0.30855923,0.69144077,0.92006184,0.07993816,0.03748173,0.04067422,0.05895840,0.00300340,0.38415931,0.03141664,0.67954067,0.03701272,-inf
29, 73.75294806,3.12265558,2.99914317,0.12351241,30.15614141,333.72831320,65.76513229,1.41850880,0.13789596,0.02962372,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96768317,0.00000000,0.53623883,9.29156816,-0.00004907,1.08952447,0.00000000,0.10010557,30.61259864,7.69983533,35.03695967,0.77688698,0.34284110,0.64157182,0.80224637,0.91719691,0.78567462,0.32928049,0.61623937,0.77484076,0.90287304,-23.72539059,-47.57762718,0.34934830,0.64047396,0.30884874,0.69115126,0.91986121,0.08013879,0.03744259,0.04057594,0.05896225,0.00301183,0.38445128,0.03145255,0.67944275,0.03706159,-inf
30, 73.75303093,3.12272066,2.99940605,0.12331461,30.15609197,333.72869053,65.76765740,1.41851398,0.13789612,0.02962084,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96818760,0.00000000,0.53580892,9.29156816,-0.00004323,1.08952447,0.00000000,0.10013710,30.59762543,7.70870901,34.98635513,0.77690781,0.34262799,0.64150351,0.80215715,0.91714073,0.78568031,0.32909779,0.61621493,0.77481144,0.90284645,-23.72532085,-47.57753197,0.35379496,0.65771715,0.30902148,0.69097852,0.91971175,0.08028825,0.03740306,0.04049983,0.05890474,0.00301501,0.38447238,0.03148660,0.67927237,0.03707240,-inf
31, 73.75333559,3.12276067,2.99974686,0.12301381,30.15611020,333.72985848,65.76960478,1.41851857,0.13789619,0.02961877,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96804899,0.00000000,0.53610639,9.29156816,-0.00004217,1.08952447,0.00000000,0.10010835,30.61320282,7.69879031,34.90201977,0.77693500,0.34258917,0.64142611,0.80206128,0.91709067,0.78568488,0.32909367,0.61620270,0.77478709,0.90282265,-23.72526931,-47.57746847,0.35692917,0.66563897,0.30910092,0.69089908,0.91951497,0.08048503,0.03732144,0.04039561,0.05892413,0.00302405,0.38423573,0.03150805,0.67876893,0.03705113,-inf
32, 73.75320374,3.12280721,3.00006139,0.12274582,30.15606721,333.72642425,65.77168219,1.41851754,0.13789717,0.02961609,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96816967,0.00000000,0.53614094,9.29156816,-0.00003818,1.08952447,0.00000000,0.10011765,30.61741307,7.70518451,34.83682674,0.77695915,0.34255529,0.64135909,0.80196429,0.91703817,0.78568882,0.32909073,0.61619394,0.77476676,0.90279945,-23.72522334,-47.57742377,0.35685622,0.67323680,0.30931800,0.69068200,0.91929413,0.08070587,0.03726613,0.04029413,0.05891288,0.00303252,0.38422523,0.03152213,0.67898504,0.03705029,-inf
33, 73.75295861,3.12284237,3.00035169,0.12249069,30.15602356,333.72421184,65.77248877,1.41851611,0.13789768,0.02961493,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96841134,0.00000000,0.53605331,9.29156816,-0.00003582,1.08952447,0.00000000,0.10012650,30.62067770,7.69585007,34.79065676,0.77698132,0.34252527,0.64129732,0.80187711,0.91699913,0.78569181,0.32909002,0.61618723,0.77475163,0.90278449,-23.72518780,-47.57741922,0.35692977,0.67353443,0.30943538,0.69056462,0.91916246,0.08083754,0.03720263,0.04020296,0.05889441,0.00303694,0.38420226,0.03153867,0.67881824,0.03709124,-inf
34, 73.75272717,3.12286701,3.00065737,0.12220964,30.15598870,333.72171851,65.77325182,1.41851420,0.13789827,0.02961381,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96880396,0.00000000,0.53583291,9.29156816,-0.00003018,1.08952447,0.00000000,0.10013372,30.58789608,7.68325830,34.74153455,0.77700468,0.34249328,0.64121814,0.80177096,0.91696691,0.78569416,0.32909022,0.61616908,0.77471738,0.90277864,-23.72515807,-47.57740971,0.35548355,0.67611060,0.30952604,0.69047396,0.91912026,0.08087974,0.03712819,0.04010496,0.05886694,0.00303723,0.38419903,0.03154841,0.67854676,0.03706093,-inf
35, 73.75243409,3.12288747,3.00096436,0.12192312,30.15593028,333.71750092,65.77385795,1.41851016,0.13789916,0.02961269,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96926244,0.00000000,0.53557266,9.29156816,-0.00002531,1.08952447,0.00000000,0.10009933,30.58045271,7.68322259,34.67276970,0.77702757,0.34246156,0.64115113,0.80168325,0.91692559,0.78569566,0.32909124,0.61616367,0.77470879,0.90275999,-23.72514099,-47.57743709,0.35091552,0.67803945,0.30964700,0.69035300,0.91905429,0.08094571,0.03705569,0.04000349,0.05883350,0.00303820,0.38409161,0.03153164,0.67848114,0.03701002,-inf
36, 73.75213638,3.12290303,3.00127543,0.12162760,30.15592462,333.71362475,65.77417913,1.41850497,0.13790008,0.02961199,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96933884,0.00000000,0.53569732,9.29156816,-0.00002507,1.08952447,0.00000000,0.10008865,30.65797896,7.68050425,34.55332738,0.77705051,0.34242947,0.64108538,0.80160175,0.91689193,0.78569661,0.32909288,0.61616129,0.77470383,0.90275240,-23.72513652,-47.57748487,0.34226294,0.67867253,0.30979932,0.69020068,0.91901856,0.08098144,0.03698415,0.03989738,0.05884453,0.00304021,0.38409497,0.03151757,0.67815101,0.03699057,-inf
37, 73.75167522,3.12291890,3.00156078,0.12135812,30.15584045,333.70841396,65.77460310,1.41849960,0.13790111,0.02961095,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96960064,0.00000000,0.53562173,9.29156816,-0.00002123,1.08952447,0.00000000,0.10009042,30.69286725,7.67081664,34.46634927,0.77707105,0.34240138,0.64102744,0.80152417,0.91685362,0.78569709,0.32909550,0.61616105,0.77469974,0.90273713,-23.72512815,-47.57751434,0.33504518,0.67943650,0.30997354,0.69002646,0.91895602,0.08104398,0.03692297,0.03979863,0.05883172,0.00304210,0.38418866,0.03149715,0.67827767,0.03700854,-inf
38, 73.75116835,3.12293171,3.00182807,0.12110364,30.15578338,333.70381052,65.77454398,1.41849360,0.13790199,0.02961055,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96993993,0.00000000,0.53546225,9.29156816,-0.00001932,1.08952447,0.00000000,0.10009161,30.72126465,7.66813588,34.38045882,0.77709005,0.34237543,0.64097379,0.80145200,0.91681515,0.78569717,0.32909851,0.61616184,0.77469748,0.90273054,-23.72513062,-47.57756700,0.32616086,0.67828597,0.31012925,0.68987075,0.91890505,0.08109495,0.03686408,0.03970596,0.05881066,0.00304307,0.38423514,0.03148741,0.67812342,0.03698820,-inf
39, 73.75082861,3.12293281,3.00208508,0.12084773,30.15574282,333.69998688,65.77425472,1.41848839,0.13790271,0.02961049,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.96995780,0.00000000,0.53563113,9.29156816,-0.00002009,1.08952447,0.00000000,0.10006560,30.70026696,7.67431139,34.31257859,0.77710871,0.34234966,0.64092134,0.80138325,0.91680269,0.78569687,0.32910180,0.61616393,0.77469573,0.90274413,-23.72513464,-47.57761269,0.31757394,0.67794968,0.31018527,0.68981473,0.91889596,0.08110404,0.03679300,0.03961873,0.05882832,0.00304434,0.38416299,0.03147254,0.67803751,0.03701137,-inf
40, 73.75040588,3.12293688,3.00230798,0.12062890,30.15568488,333.69527721,65.77434260,1.41848271,0.13790365,0.02960991,0.02000000,437.08231376,0.25000000,0.18604219,0.00000000,5.97019215,0.00000000,0.53555726,9.29156816,-0.00001826,1.08952447,0.00000000,0.10005901,30.71849659,7.67507856,34.23445210,0.77712482,0.34232748,0.64087616,0.80132107,0.91676594,0.78569674,0.32910448,0.61616546,0.77469338,0.90273448,-23.72513143,-47.57763681,0.31309272,0.68108241,0.31033485,0.68966515,0.91887586,0.08112414,0.03674414,0.03953830,0.05881851,0.00304464,0.38417504,0.03146145,0.67828780,0.03701825,-inf
