Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
66.92768248,3.06579107,2.66068629,0.40510478,27.23942394,305.33325122,59.52727068,1.42015305,0.13760784,0.02982670,0.07894737,0.00000000,0.25000000,0.16789038,21.00541839,5.46933981,3.19819571,0.90406091,9.46535280,0.00000000,1.09094418,-inf,-inf,0.00000000,0.00000000,2.86412735
