Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
71.30796818,3.09604018,2.85653255,0.23950763,29.06388880,324.54142569,63.42321393,1.42015305,0.13760784,0.02982670,0.03157895,0.00000000,0.25000000,0.17976017,9.02062925,5.76546541,0.75633990,0.67538889,9.46535280,0.00000000,1.09094418,-inf,-inf,0.00000000,0.00000000,3.13207536
