Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
68.88474175,2.88752118,2.66162777,0.22589342,30.05365665,282.94875544,58.19088912,1.32941788,0.14942375,0.03404938,0.00000000,0.00000000,0.35000000,0.18607027,0.00000000,8.16362659,0.00000000,1.20719984,9.46535280,0.00545406,1.09094418,-25.17067468,-51.01681245,0.27638041,0.00206799,-inf
