Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,welfare,welfare0,approval,approval0,wtax_evasion_elast
72.72498872,3.10705065,2.93189621,0.17515444,29.68205546,330.24176525,64.68025694,1.42018090,0.13760577,0.02983076,0.01500000,0.00000000,0.25000000,0.18343312,4.39784431,5.98907342,0.26273166,0.48151030,9.46876758,0.00000000,1.09091943,-inf,-inf,0.00000000,0.00000000,3.62360738
