Y,A,A_rep,A_hid,L,Q,K,W,P,r,taua,abar,tauk,taul,WtaxRev,KtaxRev,WtaxRev_lost,KtaxRev_lost,G,lump_sum,ylbar,WtaxPct,ShelterPct,ShelterPctP99,TaxEvasionP99,ConcealPctP99,gini,p90,p99,p999,p9999,gini_total,p90_total,p99_total,p999_total,p9999_total,welfare,welfare0,approval,approval0,conceal_share_e,conceal_share_n,evasion_share_e,evasion_share_n,conceal_frac_e,conceal_frac_n,evasion_frac_e,evasion_frac_n,shelter_pct_e,shelter_pct_n,detection_rate,detection_revenue,wtax_evasion_elast
65.61841925,2.85774827,2.85774827,0.00000000,29.60964097,259.15768443,51.04737819,1.28536291,0.15404550,0.04126749,0.03211121,35.76803079,0.25000000,0.18638430,1.77808617,6.92758964,0.00000000,0.00000000,9.18235041,0.01134115,1.01512040,0.64331473,0.00000000,0.00000000,0.00000000,0.00000000,0.75148059,0.38130632,0.70853879,0.84627121,0.93517086,0.75148059,0.38130632,0.70853879,0.84627121,0.93517086,-23.25470294,-46.21564604,0.85591478,0.51001905,-nan,-nan,-nan,-nan,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-nan,0.00000000,13.41992596
